amount,project,uuid,provider,currency,Legal entity,operation_type,date,buyer_country
854.58,projectC,c914ca03-8a3f-4102-b8a6-b07b6271f091,FS Acquiring,EUR,ninja corp,DISCOUNT_FEE,10/1/2025,SC
458.53,projectA,4efeab03-3928-4462-a937-a606f69884f0,stripe,EUR,metasa-m,CAPTURE_FEE,10/19/2025,TH
505.64,projectA,040eac85-bdf1-4344-b6c8-bb2fcce8fbe5,Nuvei,USD,ninja corp,CAPTURE_FEE,10/13/2025,TD
469.15,projectA,c2660a25-af2f-4b73-a308-1035c2dc8588,stripe,EUR,metasa-m,REFUND,10/23/2025,TW
885.56,projectB,9b444010-1a2f-4c1c-9e4b-7e83c6acf63f,stripe,USD,ninja corp,CAPTURE_FEE,10/16/2025,UG
789.13,projectC,3c0a0130-2b83-446b-9b6a-eae1f3ca8a9d,FS Acquiring,EUR,metasa-m,CHARGEBACK,10/30/2025,CN
249.81,projectA,baef71ba-c931-4e58-bb05-7e73752d505e,FS Acquiring,USD,metasa-m,CHARGEBACK,10/19/2025,PY
305.36,projectB,f27a0e0c-45d9-401d-904b-f277528f26cc,stripe,GBP,proto-m,VAT,10/28/2025,SA
557.63,projectB,414ea7ec-d5ac-4b6d-bf70-21cbcdbef8de,Nuvei,EUR,ninja corp,SALE,10/4/2025,MQ
73.64,projectB,94786ba5-1d16-4f4c-bd6f-b81b4829a597,FS Acquiring,USD,metasa-m,VAT,10/16/2025,TV
22.38,projectB,2c05e981-7ca6-49d3-a0d2-9e5ac2fc1c1c,stripe,USD,metasa-m,REFUND,10/26/2025,CG
538.55,projectB,6e913ab5-56cf-4d6c-b8e9-0c2f222d71ba,FS Acquiring,GBP,metasa-m,VAT,10/31/2025,ZW
258.62,projectC,8bc060f4-ad6c-4d0f-9cd5-d4379b6fae14,FS Acquiring,GBP,metasa-m,VAT,10/15/2025,SV
461.69,projectA,56ad0b20-c895-462a-ab18-fc0705998e8c,stripe,USD,ninja corp,CHARGEBACK,10/8/2025,TN
817.33,projectC,b74930a2-331a-4c65-b5b7-40b63338ff86,FS Acquiring,GBP,ninja corp,CHARGEBACK,10/24/2025,NU
649.45,projectC,94f04f91-7899-4637-9b33-71fa1bdff8dd,Nuvei,USD,proto-m,CHARGEBACK,10/15/2025,DZ
584.01,projectB,73e558f2-7e95-4a5e-911b-7cb8a8df1408,stripe,USD,metasa-m,SALE,10/20/2025,PF
221.64,projectC,450e51c6-03d8-4fd3-958d-cd80bb9d58be,FS Acquiring,EUR,proto-m,VAT,10/13/2025,SM
108.46,projectC,24841b8c-27e6-4507-98a5-30b4a3256a0a,Nuvei,GBP,proto-m,SALE,10/31/2025,SN
319.8,projectC,eabb3c01-a109-416f-b82f-22bb2a48b795,Nuvei,GBP,metasa-m,CAPTURE_FEE,10/28/2025,EC
459.36,projectB,04960f65-ddb6-4566-b837-4c3cfdbf6f10,FS Acquiring,GBP,proto-m,REFUND,10/12/2025,BI
568.57,projectA,7c145bbd-f04c-4a3e-b021-ba3c7e2f84e8,FS Acquiring,GBP,proto-m,REFUND,10/12/2025,GY
971.72,projectB,fd5c136d-f854-4714-a742-bec6874d13cb,stripe,USD,metasa-m,SALE,10/2/2025,DK
884.14,projectB,1b4f9c3c-abbe-4b12-98f7-d03cf6e711d5,Nuvei,USD,ninja corp,VAT,10/22/2025,TT
41.49,projectA,da164b18-88e7-4fa9-b906-b528711a7235,FS Acquiring,GBP,ninja corp,REFUND,10/23/2025,MR
361.4,projectC,4aceb99b-6019-4177-a1ef-7223522ef18d,stripe,EUR,metasa-m,VAT,10/28/2025,SC
168.64,projectB,8beaf97d-00de-43bf-83a6-e76b3b1d938d,Nuvei,EUR,proto-m,REFUND,10/7/2025,UY
622.96,projectC,777e94ab-cb7b-4697-b080-854f1a9e8e5f,FS Acquiring,USD,proto-m,CHARGEBACK,10/1/2025,PE
